Date,Company,Ticker,Open,High,Low,Close,Volume
2025-03-11,TCS,TCS,3780.12,3789.52,3757.25,3767.39,3605909
2025-03-12,TCS,TCS,3784.0,3858.08,3738.7,3847.36,3534188
2025-03-13,TCS,TCS,3846.37,3860.59,3759.6,3795.8,5562619
2025-03-14,TCS,TCS,3782.98,3819.23,3782.03,3788.68,3146893
2025-03-17,TCS,TCS,3824.79,3852.23,3737.44,3739.58,4925288
2025-03-18,TCS,TCS,3737.98,3777.83,3619.32,3630.43,2772850
2025-03-19,TCS,TCS,3639.17,3722.7,3616.44,3715.5,4842624
2025-03-20,TCS,TCS,3746.41,3776.47,3736.33,3759.43,4150605
2025-03-21,TCS,TCS,3711.06,3739.81,3483.21,3517.03,1378739
2025-03-24,TCS,TCS,3474.42,3564.19,3453.28,3514.18,2877402
2025-03-25,TCS,TCS,3506.47,3606.57,3496.64,3594.3,3213159
2025-03-26,TCS,TCS,3553.18,3606.61,3527.27,3562.09,3564167
2025-03-27,TCS,TCS,3549.62,3583.45,3431.17,3450.8,3681327
2025-03-28,TCS,TCS,3583.03,3614.16,3567.64,3603.37,6694524
2025-03-31,TCS,TCS,3608.27,3643.19,3504.24,3515.94,9276399
2025-04-01,TCS,TCS,3561.51,3601.12,3511.74,3533.9,5860515
2025-04-02,TCS,TCS,3554.45,3566.63,3465.94,3501.37,3434394
2025-04-03,TCS,TCS,3484.41,3511.22,3376.74,3425.55,2469707
2025-04-04,TCS,TCS,3426.55,3534.65,3399.79,3514.68,2475425
2025-04-07,TCS,TCS,3532.74,3567.87,3484.04,3521.9,12804454
2025-04-08,TCS,TCS,3546.4,3592.44,3530.13,3568.26,4649720
2025-04-09,TCS,TCS,3555.61,3607.67,3548.59,3567.46,6668765
2025-04-10,TCS,TCS,3623.84,3632.86,3604.32,3617.23,7157329
2025-04-11,TCS,TCS,3616.24,3630.63,3519.02,3552.27,5106527
2025-04-14,TCS,TCS,3542.09,3557.79,3511.63,3519.76,8259867
2025-04-15,TCS,TCS,3506.15,3627.33,3471.11,3584.02,3287936
2025-04-16,TCS,TCS,3601.38,3609.97,3574.62,3600.89,2348839
2025-04-17,TCS,TCS,3652.21,3677.07,3596.92,3622.77,3553674
2025-04-18,TCS,TCS,3648.27,3682.88,3615.95,3618.18,4226440
2025-04-21,TCS,TCS,3702.36,3714.54,3607.51,3636.81,4328847
2025-04-22,TCS,TCS,3652.11,3716.84,3613.99,3685.37,4801401
2025-04-23,TCS,TCS,3674.7,3770.88,3654.6,3720.29,2575261
2025-04-24,TCS,TCS,3769.71,3779.85,3727.34,3762.67,3138019
2025-04-25,TCS,TCS,3758.58,3807.75,3725.37,3782.17,3282221
2025-04-28,TCS,TCS,3805.46,3839.54,3756.76,3788.82,2620963
2025-04-29,TCS,TCS,3838.2,3873.63,3773.92,3802.32,9130971
2025-04-30,TCS,TCS,3792.13,3814.58,3751.37,3769.42,5722829
2025-05-01,TCS,TCS,3696.31,3702.7,3591.76,3627.31,8621554
2025-05-02,TCS,TCS,3622.77,3645.52,3574.38,3612.84,2630517
2025-05-05,TCS,TCS,3623.18,3717.38,3598.69,3687.86,6264884
2025-05-06,TCS,TCS,3568.23,3625.07,3563.52,3612.84,5025528
2025-05-07,TCS,TCS,3672.4,3708.43,3618.8,3664.41,7215279
2025-05-08,TCS,TCS,3736.53,3811.43,3735.0,3787.56,3574271
2025-05-09,TCS,TCS,3749.24,3917.51,3724.89,3896.87,5117458
2025-05-12,TCS,TCS,3898.91,4033.14,3872.48,4019.04,2858730
2025-05-13,TCS,TCS,3955.38,3978.52,3896.25,3913.01,2923846
2025-05-14,TCS,TCS,3846.97,3847.04,3807.63,3842.37,4143692
2025-05-15,TCS,TCS,3775.16,3786.46,3727.96,3755.29,7298670
2025-05-16,TCS,TCS,3670.78,3699.21,3638.9,3679.49,4394825
2025-05-19,TCS,TCS,3646.28,3656.55,3589.07,3626.44,4031262
2025-05-20,TCS,TCS,3709.17,3720.92,3706.03,3706.23,1773715
2025-05-21,TCS,TCS,3635.78,3683.71,3634.6,3654.35,5973044
2025-05-22,TCS,TCS,3633.17,3689.22,3598.34,3643.86,3538315
2025-05-23,TCS,TCS,3604.89,3616.15,3448.47,3466.34,2560643
2025-05-26,TCS,TCS,3460.88,3484.39,3449.12,3466.71,4307613
2025-05-27,TCS,TCS,3485.1,3525.67,3398.58,3417.74,4026799
2025-05-28,TCS,TCS,3446.78,3496.26,3422.14,3462.29,3031000
2025-05-29,TCS,TCS,3477.31,3499.68,3386.77,3406.76,3635827
2025-05-30,TCS,TCS,3401.51,3414.45,3266.36,3287.31,4290592
2025-06-02,TCS,TCS,3246.77,3330.13,3214.7,3321.71,4839091
2025-06-03,TCS,TCS,3295.95,3406.44,3264.06,3402.27,6263577
2025-06-04,TCS,TCS,3374.89,3477.79,3350.74,3460.49,4489019
2025-06-05,TCS,TCS,3454.91,3538.54,3451.48,3506.37,7181028
2025-06-06,TCS,TCS,3436.42,3538.11,3430.8,3501.32,3318865
2025-06-09,TCS,TCS,3454.86,3471.33,3411.14,3442.53,7200340
2025-06-10,TCS,TCS,3500.19,3518.26,3463.28,3465.82,2778324
2025-06-11,TCS,TCS,3505.95,3612.79,3493.22,3608.96,3945622
2025-06-12,TCS,TCS,3621.09,3648.96,3554.75,3569.41,3966903
2025-06-13,TCS,TCS,3592.8,3609.59,3572.82,3594.3,3837135
2025-06-16,TCS,TCS,3578.34,3622.69,3533.37,3562.74,3495663
2025-06-17,TCS,TCS,3592.54,3630.95,3545.32,3572.03,3804571
2025-06-18,TCS,TCS,3591.22,3596.58,3486.48,3490.75,4258060
2025-06-19,TCS,TCS,3563.33,3739.22,3534.81,3707.51,1775378
2025-06-20,TCS,TCS,3683.37,3696.32,3612.89,3632.24,3228600
2025-06-23,TCS,TCS,3545.97,3600.92,3521.3,3594.77,10153582
2025-06-24,TCS,TCS,3555.11,3572.38,3358.95,3394.26,9638310
2025-06-25,TCS,TCS,3344.18,3389.05,3325.53,3375.08,13124017
2025-06-26,TCS,TCS,3314.21,3356.55,3279.93,3330.34,4172777
2025-06-27,TCS,TCS,3342.65,3366.31,3304.73,3320.09,5281429
2025-06-30,TCS,TCS,3305.37,3348.38,3270.65,3328.79,3901504
2025-07-01,TCS,TCS,3257.97,3340.87,3246.94,3332.95,3053968
2025-07-02,TCS,TCS,3387.92,3450.77,3225.38,3258.7,4414731
2025-07-03,TCS,TCS,3256.55,3300.74,3228.61,3274.27,5126952
2025-07-04,TCS,TCS,3277.79,3295.47,3250.07,3267.13,6650459
2025-07-07,TCS,TCS,3290.4,3318.77,3096.1,3117.23,3959312
2025-07-08,TCS,TCS,3102.7,3197.41,3093.68,3166.41,4795428
2025-07-09,TCS,TCS,3129.49,3140.42,3023.87,3052.72,6131232
2025-07-10,TCS,TCS,3071.51,3137.62,3060.96,3112.52,4849398
2025-07-11,TCS,TCS,3142.42,3220.29,3114.66,3186.02,4676926
2025-07-14,TCS,TCS,3226.94,3234.92,3209.11,3226.37,2855603
2025-07-15,TCS,TCS,3200.23,3209.28,3177.64,3192.86,1702951
2025-07-16,TCS,TCS,3201.03,3210.81,3173.39,3202.06,6088465
2025-07-17,TCS,TCS,3140.29,3149.47,3091.18,3098.12,5799392
2025-07-18,TCS,TCS,3090.92,3097.15,3050.84,3077.13,2286044
2025-07-21,TCS,TCS,3079.34,3131.06,3076.98,3095.64,1026042
2025-07-22,TCS,TCS,3102.47,3239.05,3081.25,3203.95,3200327
2025-07-23,TCS,TCS,3234.98,3260.55,3153.76,3179.26,6433919
2025-07-24,TCS,TCS,3284.54,3321.85,3265.17,3308.73,1801113
2025-07-25,TCS,TCS,3281.15,3293.95,3236.42,3257.96,2757709
2025-07-28,TCS,TCS,3301.79,3322.48,3286.31,3302.79,4281593
2025-07-29,TCS,TCS,3335.49,3346.72,3268.71,3284.43,2178959
2025-07-30,TCS,TCS,3252.14,3283.03,3202.5,3225.24,4356220
2025-07-31,TCS,TCS,3258.17,3282.81,3232.93,3251.09,4499213
2025-08-01,TCS,TCS,3228.36,3245.99,3051.51,3087.6,6057434
2025-08-04,TCS,TCS,3123.37,3214.1,3102.17,3193.81,3023896
2025-08-05,TCS,TCS,3181.69,3252.72,3164.38,3217.91,3260577
2025-08-06,TCS,TCS,3217.93,3254.45,3207.68,3253.72,3116616
2025-08-07,TCS,TCS,3206.06,3223.4,3164.39,3177.7,7676009
2025-08-08,TCS,TCS,3190.16,3235.6,3185.55,3208.37,6373123
2025-08-11,TCS,TCS,3205.45,3250.65,3204.76,3245.1,5769236
2025-08-12,TCS,TCS,3259.76,3267.97,3174.12,3207.8,2337902
2025-08-13,TCS,TCS,3271.04,3299.02,3203.91,3218.99,5237916
2025-08-14,TCS,TCS,3197.97,3217.68,3183.21,3189.56,5572592
2025-08-15,TCS,TCS,3169.92,3176.33,3144.41,3157.83,3663895
2025-08-18,TCS,TCS,3249.25,3315.64,3233.17,3296.11,4033357
2025-08-19,TCS,TCS,3317.75,3352.45,3219.45,3248.23,5516110
2025-08-20,TCS,TCS,3265.32,3295.85,3238.0,3267.45,3404748
2025-08-21,TCS,TCS,3244.96,3291.55,3241.58,3251.89,2062880
2025-08-22,TCS,TCS,3258.32,3284.11,3235.59,3262.28,3611229
2025-08-25,TCS,TCS,3320.6,3329.52,3207.89,3225.91,1906090
2025-08-26,TCS,TCS,3219.1,3336.52,3196.82,3316.34,2264638
2025-08-27,TCS,TCS,3291.81,3307.38,3234.18,3270.57,5131768
2025-08-28,TCS,TCS,3226.95,3268.15,3192.87,3242.23,8131397
2025-08-29,TCS,TCS,3202.74,3205.85,3140.97,3156.96,4925130
2025-09-01,TCS,TCS,3194.36,3209.44,3169.87,3190.95,2741965
2025-09-02,TCS,TCS,3270.96,3293.0,3132.51,3177.29,4005023
2025-09-03,TCS,TCS,3170.04,3186.78,3114.39,3150.6,1475728
2025-09-04,TCS,TCS,3208.57,3224.4,3113.9,3127.3,5203536
2025-09-05,TCS,TCS,3067.32,3137.37,3065.64,3093.76,4348614
2025-09-08,TCS,TCS,3069.18,3112.43,3058.64,3093.63,4973043
2025-09-09,TCS,TCS,3160.62,3188.68,3148.1,3150.7,2596314
2025-09-10,TCS,TCS,3168.56,3278.31,3153.52,3254.16,3991513
2025-09-11,TCS,TCS,3205.33,3272.06,3191.9,3241.17,3231577
2025-09-12,TCS,TCS,3251.51,3270.16,3180.46,3226.93,3572722
2025-09-15,TCS,TCS,3213.05,3241.9,3159.81,3176.57,2981038
2025-09-16,TCS,TCS,3226.93,3322.27,3222.2,3310.36,6283144
2025-09-17,TCS,TCS,3283.16,3337.13,3251.74,3330.87,2315121
2025-09-18,TCS,TCS,3360.08,3369.29,3345.39,3361.95,5437572
2025-09-19,TCS,TCS,3366.22,3449.96,3365.36,3402.64,8266697
2025-09-22,TCS,TCS,3406.9,3409.22,3335.23,3352.81,6045003
2025-09-23,TCS,TCS,3347.68,3440.41,3327.75,3439.74,2272572
2025-09-24,TCS,TCS,3454.75,3526.09,3439.49,3510.94,4366737
2025-09-25,TCS,TCS,3529.34,3595.0,3523.28,3556.08,5422661
2025-09-26,TCS,TCS,3606.97,3633.22,3478.66,3492.58,3848964
2025-09-29,TCS,TCS,3507.15,3518.71,3456.1,3477.44,2447895
2025-09-30,TCS,TCS,3432.13,3480.01,3402.39,3475.13,4916788
2025-10-01,TCS,TCS,3403.16,3439.84,3355.7,3362.68,3239786
2025-10-02,TCS,TCS,3381.32,3447.15,3369.12,3430.02,7572746
2025-10-03,TCS,TCS,3501.59,3586.94,3491.9,3564.34,2747769
2025-10-06,TCS,TCS,3586.69,3656.73,3555.83,3614.77,2030137
2025-10-07,TCS,TCS,3660.4,3676.74,3570.57,3595.74,9801542
2025-10-08,TCS,TCS,3729.93,3791.65,3699.58,3771.79,5953232
2025-10-09,TCS,TCS,3757.27,3906.66,3727.25,3879.81,5387898
2025-10-10,TCS,TCS,3899.44,3973.48,3884.75,3959.49,2433717
2025-10-13,TCS,TCS,3980.38,4069.0,3929.83,4037.38,3982744
2025-10-14,TCS,TCS,4069.78,4087.9,3955.98,3991.03,5850840
2025-10-15,TCS,TCS,3976.95,3977.23,3954.85,3973.01,5960544
2025-10-16,TCS,TCS,4000.44,4062.72,3976.32,4037.69,2966387
2025-10-17,TCS,TCS,4071.55,4136.32,4055.69,4103.62,1515105
2025-10-20,TCS,TCS,4157.65,4168.25,4086.89,4123.06,3347064
2025-10-21,TCS,TCS,4175.51,4260.02,4173.27,4223.13,6888574
2025-10-22,TCS,TCS,4236.37,4264.22,4204.83,4209.48,4798883
2025-10-23,TCS,TCS,4157.49,4157.86,4015.1,4057.51,3008136
2025-10-24,TCS,TCS,4132.18,4135.61,4087.29,4093.57,6962959
2025-10-27,TCS,TCS,4085.91,4113.04,4014.41,4046.81,6601645
2025-10-28,TCS,TCS,4117.16,4120.02,4073.95,4091.73,4488935
2025-10-29,TCS,TCS,4044.41,4074.24,3952.86,3975.94,4052151
2025-10-30,TCS,TCS,3939.75,3948.83,3887.07,3924.6,6362056
2025-10-31,TCS,TCS,3837.65,3837.7,3761.76,3774.59,3845648
2025-11-03,TCS,TCS,3708.93,3716.29,3623.58,3648.5,4119345
2025-11-04,TCS,TCS,3616.9,3643.34,3599.13,3629.5,8478579
2025-11-05,TCS,TCS,3687.88,3722.25,3569.41,3602.72,2381596
2025-11-06,TCS,TCS,3638.11,3745.57,3629.64,3739.92,6311902
2025-11-07,TCS,TCS,3752.1,3818.38,3723.73,3790.47,2198064
2025-11-10,TCS,TCS,3838.11,3939.99,3815.75,3920.07,2004693
2025-11-11,TCS,TCS,3944.26,4008.98,3902.85,3986.05,3435473
2025-11-12,TCS,TCS,4013.06,4036.76,3919.71,3940.61,4418843
2025-11-13,TCS,TCS,3923.14,3959.64,3898.38,3915.03,1937754
2025-11-14,TCS,TCS,3997.22,4101.22,3962.21,4097.82,3184039
2025-11-17,TCS,TCS,4110.78,4154.71,4099.0,4133.78,2926320
2025-11-18,TCS,TCS,4088.33,4111.76,4015.71,4028.34,5427143
2025-11-19,TCS,TCS,4100.24,4128.77,4026.19,4058.66,4937654
2025-11-20,TCS,TCS,4062.36,4150.53,4058.09,4117.88,5903879
2025-11-21,TCS,TCS,4161.73,4187.33,4069.94,4105.8,3633870
2025-11-24,TCS,TCS,4158.66,4349.25,4156.68,4336.86,4577750
2025-11-25,TCS,TCS,4374.41,4426.09,4354.73,4357.55,5453746
2025-11-26,TCS,TCS,4325.87,4523.36,4313.18,4461.04,3117990
2025-11-27,TCS,TCS,4507.06,4533.28,4449.69,4477.0,1683098
2025-11-28,TCS,TCS,4476.26,4494.29,4369.96,4422.03,2268369
2025-12-01,TCS,TCS,4465.18,4486.98,4403.39,4444.1,4653001
2025-12-02,TCS,TCS,4474.53,4575.14,4458.64,4553.85,2450205
2025-12-03,TCS,TCS,4508.75,4801.58,4506.06,4749.44,2202038
2025-12-04,TCS,TCS,4776.9,4864.94,4753.11,4825.39,3773621
2025-12-05,TCS,TCS,4844.38,4867.29,4819.77,4853.32,2721971
2025-12-08,TCS,TCS,4863.53,5164.62,4840.45,5126.33,6045414
2025-12-09,TCS,TCS,5156.02,5240.35,5082.67,5196.55,2400290
2025-12-10,TCS,TCS,5226.09,5269.06,5128.56,5140.51,3309093
2025-12-11,TCS,TCS,5122.31,5264.26,5117.1,5213.82,4092720
2025-12-12,TCS,TCS,5169.42,5195.95,5029.78,5053.87,11899684
2025-12-15,TCS,TCS,5080.13,5099.13,4905.7,4955.68,10219408
2025-12-16,TCS,TCS,4861.36,4926.91,4662.81,4698.32,2701366
2025-12-17,TCS,TCS,4728.46,4756.9,4472.61,4505.55,6052134
2025-12-18,TCS,TCS,4450.73,4469.18,4419.48,4458.93,2668679
2025-12-19,TCS,TCS,4437.09,4475.27,4317.77,4358.89,3592722
2025-12-22,TCS,TCS,4360.89,4381.83,4223.85,4248.49,12985668
2025-12-23,TCS,TCS,4191.8,4346.51,4161.94,4303.53,8809834
2025-12-24,TCS,TCS,4322.75,4379.53,4275.66,4354.33,6539760
2025-12-25,TCS,TCS,4321.63,4344.05,4208.49,4220.31,3880264
2025-12-26,TCS,TCS,4282.97,4307.94,4222.52,4249.0,5849073
2025-12-29,TCS,TCS,4134.44,4162.74,4046.35,4090.53,3199944
2025-12-30,TCS,TCS,3998.42,4058.2,3993.45,4044.22,3014801
2025-12-31,TCS,TCS,4035.26,4046.65,3954.27,3992.55,7086440
2025-01-01,Infosys,INFY,1511.73,1519.58,1472.37,1481.22,5227571
2025-01-02,Infosys,INFY,1493.1,1502.55,1462.28,1473.82,7687606
2025-01-03,Infosys,INFY,1486.28,1517.39,1468.98,1507.83,4801280
2025-01-06,Infosys,INFY,1492.25,1543.85,1485.94,1530.4,3217863
2025-01-07,Infosys,INFY,1535.84,1559.63,1524.72,1549.11,8580311
2025-01-08,Infosys,INFY,1569.03,1590.26,1566.09,1574.88,4775776
2025-01-09,Infosys,INFY,1609.08,1613.28,1597.81,1603.24,2445267
2025-01-10,Infosys,INFY,1588.15,1588.75,1568.46,1578.03,5992532
2025-01-13,Infosys,INFY,1560.84,1616.89,1545.04,1603.99,2969708
2025-01-14,Infosys,INFY,1620.44,1635.93,1578.45,1589.08,5121526
2025-01-15,Infosys,INFY,1566.66,1579.8,1538.49,1541.89,4918149
2025-01-16,Infosys,INFY,1516.59,1541.85,1504.14,1540.2,5291085
2025-01-17,Infosys,INFY,1527.33,1554.66,1521.45,1543.78,2536131
2025-01-20,Infosys,INFY,1507.43,1517.76,1497.81,1517.37,3546416
2025-01-21,Infosys,INFY,1529.73,1536.89,1508.29,1521.87,4642558
2025-01-22,Infosys,INFY,1527.65,1541.23,1513.86,1541.01,5259838
2025-01-23,Infosys,INFY,1522.21,1531.1,1507.7,1515.98,4640055
2025-01-24,Infosys,INFY,1542.02,1573.69,1528.93,1572.51,7260941
2025-01-27,Infosys,INFY,1579.8,1633.94,1563.86,1611.3,4466826
2025-01-28,Infosys,INFY,1631.51,1646.23,1624.01,1636.25,8068966
2025-01-29,Infosys,INFY,1620.18,1678.68,1619.53,1665.36,4711148
2025-01-30,Infosys,INFY,1623.39,1657.82,1617.5,1642.16,4221058
2025-01-31,Infosys,INFY,1680.66,1683.63,1646.0,1665.87,9656716
2025-02-03,Infosys,INFY,1665.94,1716.06,1660.9,1696.77,3209457
2025-02-04,Infosys,INFY,1721.84,1789.22,1717.56,1774.58,9763656
2025-02-05,Infosys,INFY,1763.27,1776.26,1731.74,1753.16,5863687
2025-02-06,Infosys,INFY,1761.89,1788.08,1747.38,1777.11,1279139
2025-02-07,Infosys,INFY,1770.79,1781.49,1757.42,1779.01,3641797
2025-02-10,Infosys,INFY,1816.48,1876.19,1806.68,1868.46,3862107
2025-02-11,Infosys,INFY,1858.33,1870.95,1855.59,1865.42,5284137
2025-02-12,Infosys,INFY,1879.51,1897.52,1846.42,1852.86,4474585
2025-02-13,Infosys,INFY,1871.1,1885.73,1863.17,1870.53,3654939
2025-02-14,Infosys,INFY,1865.91,1875.79,1841.04,1841.39,3201022
2025-02-17,Infosys,INFY,1835.1,1844.34,1816.68,1827.19,4954212
2025-02-18,Infosys,INFY,1846.36,1848.55,1821.98,1825.32,3206718
2025-02-19,Infosys,INFY,1817.61,1819.1,1785.48,1792.97,4332442
2025-02-20,Infosys,INFY,1805.77,1813.62,1784.09,1788.19,3936696
2025-02-21,Infosys,INFY,1769.99,1790.82,1761.91,1788.78,4572169
2025-02-24,Infosys,INFY,1792.72,1894.07,1789.17,1880.16,3824893
2025-02-25,Infosys,INFY,1840.09,1845.0,1820.21,1837.97,3118014
2025-02-26,Infosys,INFY,1835.39,1859.17,1806.39,1814.95,9107881
2025-02-27,Infosys,INFY,1832.68,1862.95,1818.8,1849.13,1677050
2025-02-28,Infosys,INFY,1842.94,1882.4,1842.24,1871.53,3899730
2025-03-03,Infosys,INFY,1909.8,1964.48,1891.08,1953.24,3385702
2025-03-04,Infosys,INFY,1913.3,1936.75,1872.81,1882.04,3578582
2025-03-05,Infosys,INFY,1875.27,1964.36,1847.37,1940.1,3717008
2025-03-06,Infosys,INFY,1946.99,1970.17,1891.9,1894.42,4401909
2025-03-07,Infosys,INFY,1869.47,1874.43,1843.62,1850.22,3132665
2025-03-10,Infosys,INFY,1838.05,1869.12,1825.4,1866.17,6907246
2025-03-11,Infosys,INFY,1854.68,1864.09,1811.64,1831.27,4357235
2025-03-12,Infosys,INFY,1819.59,1838.91,1803.72,1835.99,4798784
2025-03-13,Infosys,INFY,1829.2,1833.69,1787.47,1802.14,6941588
2025-03-14,Infosys,INFY,1788.36,1807.89,1781.81,1803.65,3937369
2025-03-17,Infosys,INFY,1783.96,1789.9,1741.85,1754.43,3669998
2025-03-18,Infosys,INFY,1707.3,1713.4,1629.78,1642.64,1159643
2025-03-19,Infosys,INFY,1632.79,1651.66,1610.6,1617.82,4743780
2025-03-20,Infosys,INFY,1620.56,1635.26,1548.2,1558.9,5018897
2025-03-21,Infosys,INFY,1632.34,1653.4,1563.98,1571.6,4543908
2025-03-24,Infosys,INFY,1570.74,1576.58,1547.81,1559.22,2017302
2025-03-25,Infosys,INFY,1573.26,1575.59,1555.39,1561.95,7030139
2025-03-26,Infosys,INFY,1551.91,1567.2,1537.9,1562.39,5435589
2025-03-27,Infosys,INFY,1597.05,1610.9,1582.3,1592.48,7153714
2025-03-28,Infosys,INFY,1578.75,1608.75,1569.68,1600.39,4161094
2025-03-31,Infosys,INFY,1605.23,1616.24,1582.63,1602.36,6221069
2025-04-01,Infosys,INFY,1619.07,1623.03,1590.5,1606.28,5922214
2025-04-02,Infosys,INFY,1634.67,1642.97,1616.48,1617.38,3346374
2025-04-03,Infosys,INFY,1636.73,1650.74,1614.97,1623.47,4619632
2025-04-04,Infosys,INFY,1601.12,1613.62,1592.71,1604.05,1917028
2025-04-07,Infosys,INFY,1627.26,1663.51,1607.6,1650.52,2605115
2025-04-08,Infosys,INFY,1685.13,1722.58,1667.37,1713.91,2427003
2025-04-09,Infosys,INFY,1696.96,1703.55,1675.9,1678.88,6923191
2025-04-10,Infosys,INFY,1673.66,1691.05,1671.51,1684.78,4508728
2025-04-11,Infosys,INFY,1646.12,1646.99,1621.64,1644.58,6017083
2025-04-14,Infosys,INFY,1646.67,1689.02,1633.21,1684.62,4368432
2025-04-15,Infosys,INFY,1689.96,1744.61,1677.86,1729.17,1896082
2025-04-16,Infosys,INFY,1709.25,1720.14,1703.46,1705.98,11819420
2025-04-17,Infosys,INFY,1737.03,1767.42,1728.08,1756.37,2601598
2025-04-18,Infosys,INFY,1758.01,1768.52,1745.11,1766.69,3723346
2025-04-21,Infosys,INFY,1726.25,1733.75,1676.99,1700.03,5129141
2025-04-22,Infosys,INFY,1672.78,1688.24,1655.5,1687.92,3230003
2025-04-23,Infosys,INFY,1686.02,1728.24,1685.33,1726.77,3070590
2025-04-24,Infosys,INFY,1748.28,1757.6,1693.86,1700.99,5118046
2025-04-25,Infosys,INFY,1725.49,1733.01,1693.46,1711.63,1721344
2025-04-28,Infosys,INFY,1703.65,1723.33,1696.9,1710.0,4055150
2025-04-29,Infosys,INFY,1658.94,1671.9,1636.38,1639.78,4100186
2025-04-30,Infosys,INFY,1648.57,1659.59,1635.38,1638.9,3638292
2025-05-01,Infosys,INFY,1650.9,1662.11,1639.52,1656.06,5507241
2025-05-02,Infosys,INFY,1615.32,1657.19,1602.88,1649.51,6843166
2025-05-05,Infosys,INFY,1622.36,1630.22,1597.54,1602.13,8716440
2025-05-06,Infosys,INFY,1585.66,1596.47,1568.4,1570.28,3341544
2025-05-07,Infosys,INFY,1576.26,1585.13,1561.2,1567.29,2019758
2025-05-08,Infosys,INFY,1573.33,1633.37,1562.48,1623.51,5453265
2025-05-09,Infosys,INFY,1598.78,1659.48,1578.75,1648.25,2870897
2025-05-12,Infosys,INFY,1684.21,1722.24,1672.53,1708.22,3570306
2025-05-13,Infosys,INFY,1732.83,1740.97,1730.17,1737.72,3672449
2025-05-14,Infosys,INFY,1744.19,1763.16,1739.79,1742.93,4259296
2025-05-15,Infosys,INFY,1704.91,1738.46,1691.82,1728.74,2706732
2025-05-16,Infosys,INFY,1755.28,1803.63,1745.66,1788.72,5183213
2025-05-19,Infosys,INFY,1773.55,1824.08,1755.31,1801.39,2875332
2025-05-20,Infosys,INFY,1809.2,1824.2,1753.84,1767.63,1721286
2025-05-21,Infosys,INFY,1742.99,1751.35,1732.61,1734.63,4756584
2025-05-22,Infosys,INFY,1739.86,1745.04,1716.62,1734.3,8410009
2025-05-23,Infosys,INFY,1724.24,1737.97,1697.96,1705.76,3750018
2025-05-26,Infosys,INFY,1720.9,1740.3,1651.81,1662.27,3317851
2025-05-27,Infosys,INFY,1660.49,1662.02,1639.98,1659.86,4067733
2025-05-28,Infosys,INFY,1668.69,1701.02,1655.52,1697.77,3539731
2025-05-29,Infosys,INFY,1715.02,1724.63,1643.95,1649.87,4850140
2025-05-30,Infosys,INFY,1659.17,1664.4,1629.43,1638.54,2667123
2025-06-02,Infosys,INFY,1655.09,1664.41,1637.19,1644.59,2502135
2025-06-03,Infosys,INFY,1612.4,1622.78,1559.12,1576.97,4597085
2025-06-04,Infosys,INFY,1565.49,1585.38,1560.45,1578.81,2375068
2025-06-05,Infosys,INFY,1545.62,1555.87,1526.61,1535.23,3311179
2025-06-06,Infosys,INFY,1517.81,1536.0,1503.99,1534.88,2543374
2025-06-09,Infosys,INFY,1521.02,1527.1,1466.65,1481.32,5035546
2025-06-10,Infosys,INFY,1498.71,1515.65,1491.7,1513.25,2810605
2025-06-11,Infosys,INFY,1537.41,1552.13,1490.35,1504.75,9095852
2025-06-12,Infosys,INFY,1497.35,1539.95,1492.07,1517.0,2001148
2025-06-13,Infosys,INFY,1482.78,1504.55,1476.09,1502.25,4861175
2025-06-16,Infosys,INFY,1505.58,1528.02,1488.85,1517.57,2601132
2025-06-17,Infosys,INFY,1505.24,1519.27,1470.5,1484.75,4891704
2025-06-18,Infosys,INFY,1505.84,1524.92,1456.53,1474.36,5559562
2025-06-19,Infosys,INFY,1505.89,1511.76,1456.96,1461.43,5524292
2025-06-20,Infosys,INFY,1443.02,1479.92,1430.35,1463.12,4536598
2025-06-23,Infosys,INFY,1445.78,1461.68,1411.19,1424.18,3923290
2025-06-24,Infosys,INFY,1417.03,1419.47,1347.15,1365.79,2244054
2025-06-25,Infosys,INFY,1368.89,1395.49,1359.67,1394.13,6089411
2025-06-26,Infosys,INFY,1394.34,1467.73,1380.06,1466.74,3694069
2025-06-27,Infosys,INFY,1480.33,1497.11,1470.09,1492.53,1730540
2025-06-30,Infosys,INFY,1503.34,1524.79,1487.96,1511.86,4711085
2025-07-01,Infosys,INFY,1514.54,1519.32,1474.96,1490.98,7620487
2025-07-02,Infosys,INFY,1486.72,1491.94,1470.82,1488.4,5386668
2025-07-03,Infosys,INFY,1523.07,1529.9,1489.06,1499.45,5340983
2025-07-04,Infosys,INFY,1495.57,1509.81,1459.43,1472.51,2643664
2025-07-07,Infosys,INFY,1496.46,1538.43,1487.01,1528.43,5123385
2025-07-08,Infosys,INFY,1512.63,1517.85,1498.25,1513.9,1977468
2025-07-09,Infosys,INFY,1541.21,1549.16,1527.17,1532.52,3507389
2025-07-10,Infosys,INFY,1558.6,1575.92,1478.33,1489.28,2319449
2025-07-11,Infosys,INFY,1470.06,1518.22,1468.02,1514.86,6661075
2025-07-14,Infosys,INFY,1521.01,1531.46,1492.95,1495.79,6552581
2025-07-15,Infosys,INFY,1514.84,1541.2,1495.08,1529.8,3992223
2025-07-16,Infosys,INFY,1508.11,1542.58,1505.18,1520.76,3393396
2025-07-17,Infosys,INFY,1528.36,1531.53,1511.32,1527.34,11341944
